0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,685,0,0,0,0,0
0,529,0,0,0,0,0
705,457,0,0,0,0,0
633,385,0,0,0,0,0
561,313,0,0,0,0,0
489,241,0,0,0,0,0
417,169,0,0,0,0,0
345,0,0,0,0,0,0
273,0,0,0,0,0,0
195,0,0,0,0,0,0
477,0,0,0,0,0,0
405,0,0,0,0,0,0
333,0,0,0,0,0,0
255,643,0,0,0,0,0
184,572,0,0,0,0,0
0,500,0,0,0,0,0
0,428,0,0,0,0,0
0,356,0,0,0,0,0
0,284,0,0,0,0,0
711,206,0,0,0,0,0
639,134,0,0,0,0,0
567,0,0,0,0,0,0
495,0,0,0,0,0,0
423,0,0,0,0,0,0
351,0,0,0,0,0,0
273,0,0,0,0,0,0
201,0,0,0,0,0,0
129,0,0,0,0,0,0
387,679,0,0,0,0,0
315,607,0,0,0,0,0
243,535,0,0,0,0,0
165,457,0,0,0,0,0
0,385,0,0,0,0,0
0,313,0,0,0,0,0
0,241,0,0,0,0,0
0,169,0,0,0,0,0
0,655,0,0,0,0,0
0,583,0,0,0,0,0
0,511,0,0,0,0,0
0,439,0,0,0,0,0
0,367,0,0,0,0,0
0,295,0,0,0,0,0
0,223,0,0,0,0,0
0,151,0,0,0,0,0
657,0,0,0,0,0,0
585,0,0,0,0,0,0
507,0,0,0,0,0,0
429,0,0,0,0,0,0
357,0,0,0,0,0,0
279,0,0,0,0,0,0
207,0,0,0,0,0,0
135,0,0,0,0,0,0
363,679,0,0,0,0,0
290,606,0,0,0,0,0
218,534,0,0,0,0,0
140,456,0,0,0,0,0
668,383,0,0,0,0,0
596,311,0,0,0,0,0
524,239,0,0,0,0,0
452,167,0,0,0,0,0
379,0,0,0,0,0,0
300,0,0,0,0,0,0
226,0,0,0,0,0,0
143,0,0,0,0,0,0
485,0,0,0,0,0,0
406,0,0,0,0,0,0
327,699,0,0,0,0,0
250,622,0,0,0,0,0
170,542,0,0,0,0,0
0,460,0,0,0,0,0
0,377,0,0,0,0,0
0,288,0,0,0,0,0
0,205,0,0,0,0,0
0,0,0,0,0,0,0
0,703,0,0,0,0,0
0,619,0,0,0,0,0
0,535,0,0,0,0,0
0,451,0,0,0,0,0
627,367,0,0,0,0,0
543,283,0,0,0,0,0
459,199,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
445,185,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
657,0,0,0,0,0,0
579,0,0,0,0,0,0
501,0,0,0,0,0,0
429,0,0,0,0,0,0
351,667,0,0,0,0,0
279,595,0,0,0,0,0
207,523,0,0,0,0,0
135,451,0,0,0,0,0
0,379,0,0,0,0,0
0,307,0,0,0,0,0
0,235,0,0,0,0,0
0,157,0,0,0,0,0
0,559,0,0,0,0,0
0,487,0,0,0,0,0
0,409,0,0,0,0,0
705,337,0,0,0,0,0
633,265,0,0,0,0,0
562,194,0,0,0,0,0
490,122,0,0,0,0,0
418,0,0,0,0,0,0
346,0,0,0,0,0,0
274,0,0,0,0,0,0
202,0,0,0,0,0,0
130,0,0,0,0,0,0
417,0,0,0,0,0,0
345,0,0,0,0,0,0
273,649,0,0,0,0,0
201,577,0,0,0,0,0
129,505,0,0,0,0,0
0,427,0,0,0,0,0
0,349,0,0,0,0,0
0,277,0,0,0,0,0
0,205,0,0,0,0,0
0,127,0,0,0,0,0
0,697,0,0,0,0,0
0,619,0,0,0,0,0
0,547,0,0,0,0,0
0,475,0,0,0,0,0
0,403,0,0,0,0,0
0,331,0,0,0,0,0
681,259,0,0,0,0,0
609,187,0,0,0,0,0
537,0,0,0,0,0,0
465,0,0,0,0,0,0
393,0,0,0,0,0,0
321,0,0,0,0,0,0
249,0,0,0,0,0,0
177,0,0,0,0,0,0
501,0,0,0,0,0,0
429,0,0,0,0,0,0
357,709,0,0,0,0,0
285,637,0,0,0,0,0
213,565,0,0,0,0,0
141,493,0,0,0,0,0
0,421,0,0,0,0,0
0,349,0,0,0,0,0
0,276,0,0,0,0,0
0,204,0,0,0,0,0
0,132,0,0,0,0,0
0,341,0,0,0,0,0
650,269,0,0,0,0,0
577,196,0,0,0,0,0
502,0,0,0,0,0,0
427,0,0,0,0,0,0
353,0,0,0,0,0,0
277,0,0,0,0,0,0
197,0,0,0,0,0,0
443,0,0,0,0,0,0
363,0,0,0,0,0,0
281,657,0,0,0,0,0
197,573,0,0,0,0,0
0,490,0,0,0,0,0
0,406,0,0,0,0,0
0,315,0,0,0,0,0
0,224,0,0,0,0,0
0,140,0,0,0,0,0
0,564,0,0,0,0,0
0,480,0,0,0,0,0
683,389,0,0,0,0,0
592,298,0,0,0,0,0
508,214,0,0,0,0,0
473,0,0,0,0,0,0
473,0,0,0,0,0,0
473,0,0,0,0,0,0
473,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,655,0,0,0,0,0
0,583,0,0,0,0,0
0,511,0,0,0,0,0
0,439,0,0,0,0,0
0,367,0,0,0,0,0
0,289,0,0,0,0,0
0,217,0,0,0,0,0
0,145,0,0,0,0,0
0,517,0,0,0,0,0
0,439,0,0,0,0,0
0,367,0,0,0,0,0
693,295,0,0,0,0,0
621,223,0,0,0,0,0
549,151,0,0,0,0,0
477,0,0,0,0,0,0
405,0,0,0,0,0,0
327,697,0,0,0,0,0
255,625,0,0,0,0,0
183,553,0,0,0,0,0
0,481,0,0,0,0,0
687,409,0,0,0,0,0
